#Orgánica,,Programa,,Subconcepto,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Crédito inicial 2015,Modificaciones 2015,Credito definitivo 2015,Obligado 2015
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,16004,ELKARKIDETZAKO KUOTAK,110,9,1,9278,0,9278,10183.62
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,20101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN ERRENTAMENDUA,110,9,2,2000,0,2000,0
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,110,9,2,4000,0,4000,0
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22002,"PRENTSA, ALDIZKARIAK, LIBURUAK ETA ARGITALPENAK",110,9,2,3000,0,3000,0
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22199,BESTELAKO HORNIDURAK,110,9,2,2000,0,2000,6059.09
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22301,GARRAIOAK,110,9,2,0,0,0,2238.5
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22601,KANONAK,110,9,2,4000,0,4000,2802.6
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22602,PROTOKOLO ETA ORDEZKARITZAKO ARRETA,110,9,2,1000,0,1000,0
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22605,BILERAK ETA BATZARRAK,110,9,2,10000,0,10000,0
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22607,BESTE ENTE BATZUETAKO PARTAIDETZA-KUOTAK,110,9,2,240000,0,240000,194039.8
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22699,BESTELAKO GASTUAK,110,9,2,3000,0,3000,8213.88
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22707,AZTERLAN ETA LAN TEKNIKOAK,110,9,2,210800,-18000,192800,371269.18
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22712,ZERBITZU INFORMATIKOAK,110,9,2,118835,0,118835,35868.49
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22713,KOMUNIKAZIO ETA IRUDI ZERBITZUAK EMATEA,110,9,2,1000,0,1000,0
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22717,BIDAI AGENTZIETAKO ZERBITZUAK,110,9,2,7000,1500,8500,3717.7
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22720,ITZULPEN ETA INTERPRETARITZA ZERBITZUAK,110,9,2,8500,0,8500,4381.15
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22722,ALHONDEGIA SOZIETATEAK EMANDAKO SERBITZUAK,110,9,2,3000,0,3000,3149.07
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22723,ZERBITZUAK:ARGIAK ETA SOINUAK,110,9,2,1000,0,1000,0
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,22799,KANPOKO ENPRESEK EGINDAKO BESTELAKO LANAK,110,9,2,1000,0,1000,0
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",110,9,2,12000,500,12500,12500
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,23999,BESTELAKO KALTE-ORDAINAK,110,9,2,1000,0,1000,0
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,62599,ZERBITZU PUBLIKORAKO BESTE TRESNA BATZUK,110,9,6,0,7815,7815,7785.24
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,62601,ZERBITZU PUBLIKORAKO INFORMAZIOA PROZESATZEKO EKIPOAK,110,9,6,0,2200,2200,2165.75
110,ALKATETZA ETA KONTRATAZIOA,9121,UDAL GOBERNUARI LAGUNTZEA,64301,"IKERKETAK, AZTERLANAK ETA PROIEKTUAK",110,9,6,20000,1780,21780,21780
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,10001,GOI KARGUEN OINARRIZKO SOLDATAK ETA BESTELAKO LANSARIAK,110,9,1,681656,0,681656,705280.05
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,110,9,1,439509,0,439509,375012.31
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,16001,GIZARTE SEGURANTZA,110,9,1,305958,0,305958,294468.98
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,22002,"PRENTSA, ALDIZKARIAK, LIBURUAK ETA ARGITALPENAK",110,9,2,20500,0,20500,21775.79
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,22104,ERREGAIEN HORNIDURA,110,9,2,0,0,0,199.45
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,22199,BESTELAKO HORNIDURAK,110,9,2,1900,0,1900,859.6
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,22602,PROTOKOLO ETA ORDEZKARITZAKO ARRETA,110,9,2,95000,0,95000,42252
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,22699,BESTELAKO GASTUAK,110,9,2,3000,0,3000,2707.74
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,22717,BIDAI AGENTZIETAKO ZERBITZUAK,110,9,2,18000,0,18000,12840.16
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,22754,PRESTAKUNTZA ETA IKASKETA ZERBITZUAK,110,9,2,3000,0,3000,1326
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,23101,"BIDAI SARIAK, GOI KARGUDUNEN GARRAIOA ETA LOKOMOZIOA",110,9,2,56050,0,56050,56050
110,ALKATETZA ETA KONTRATAZIOA,9122,TALDE POLITIKOAK ETA HAUTETSIAK,48101,TRANSFERENTZIA ARRUNTAK UDALEKO TALDE POLITIKOEI,110,9,4,484600,23319.72,507919.72,507919.72
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,110,9,1,76969,0,76969,80147.37
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,110,9,1,79589,0,79589,64203.02
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,12101,LANTOKI OSAGARRIA,110,9,1,35372,0,35372,39253.56
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,12102,OSAGARRI BEREZIA,110,9,1,90525,0,90525,96969.32
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,12103,PRODUKTIBITATE OSAGARRIA,110,9,1,7654,0,7654,10293.37
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,12104,HABOROKINAK,110,9,1,0,0,0,1304.45
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,12105,PRESTAZIOAK ETA OSAGARRIAK ALDI BATERAKO EZINTASUNAK,110,9,1,0,0,0,7045.38
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,16001,GIZARTE SEGURANTZA,110,9,1,67919,0,67919,62288.15
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,16004,ELKARKIDETZAKO KUOTAK,110,9,1,2272,0,2272,2271.92
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,22199,BESTELAKO HORNIDURAK,110,9,2,400,0,400,0
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,22603,PUBLIZITATEA ETA PROPAGANDA,110,9,2,17000,0,17000,13605.07
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,22699,BESTELAKO GASTUAK,110,9,2,5300,0,5300,66.35
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,22717,BIDAI AGENTZIETAKO ZERBITZUAK,110,9,2,600,0,600,0
110,ALKATETZA ETA KONTRATAZIOA,9313,KONTRATAZIOA,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",110,9,2,700,0,700,82.25
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",2411,ENPLEGURAKO LAGUNTZA,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,120,2,4,12060000,3959967.02,16019967.02,16019967.02
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",2411,ENPLEGURAKO LAGUNTZA,73203,KAPITAL TRANSFERENTZIAK BILBAO EKINTZARI,120,2,7,1050000,0,1050000,1050000
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",4321,TURISMOAREN SUSTAPENA ETA LAGUNTZA,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,120,4,4,2930000,0,2930000,2930000
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",4321,TURISMOAREN SUSTAPENA ETA LAGUNTZA,73203,KAPITAL TRANSFERENTZIAK BILBAO EKINTZARI,120,4,7,150000,0,150000,0
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",4391,HIRIAREN SUSTAPENA,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,120,4,4,5419800,22260,5442060,5434960.04
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",9121,UDAL GOBERNUARI LAGUNTZEA,10001,GOI KARGUEN OINARRIZKO SOLDATAK ETA BESTELAKO LANSARIAK,120,9,1,0,0,0,38110.71
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",9121,UDAL GOBERNUARI LAGUNTZEA,16001,GIZARTE SEGURANTZA,120,9,1,0,0,0,9615.55
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",9241,HERRITARREN PARTE-HARTZEA,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,120,9,2,1000,0,1000,968
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",9241,HERRITARREN PARTE-HARTZEA,22199,BESTELAKO HORNIDURAK,120,9,2,1000,0,1000,0
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",9241,HERRITARREN PARTE-HARTZEA,22603,PUBLIZITATEA ETA PROPAGANDA,120,9,2,14000,0,14000,14990.58
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",9241,HERRITARREN PARTE-HARTZEA,22699,BESTELAKO GASTUAK,120,9,2,1000,0,1000,500
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",9241,HERRITARREN PARTE-HARTZEA,22704,GIZARTE ETA KULTUR ARLOKO KONTRATUAK,120,9,2,29000,0,29000,26726
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",9241,HERRITARREN PARTE-HARTZEA,22707,AZTERLAN ETA LAN TEKNIKOAK,120,9,2,22000,0,22000,23401.4
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",9241,HERRITARREN PARTE-HARTZEA,48099,BESTE TRANSFERENTZIA ARRUNT BATZUK FAMILIEI,120,9,4,600,0,600,400
130,EKONOMIA ETA OGASUNA,1511,HIRIGINTZA PLANEAMENDUA,83202,GAINERAKO SEKTORE PUBLIKOAREN AURRERAKINAK ETA EPE  LUZERAKO MAILEGUAK EMATEA,130,1,8,0,1349730,1349730,1349730
130,EKONOMIA ETA OGASUNA,1514,DEGRADATUTAKO ESPAZIOAK BIRGAITZEA,64301,"IKERKETAK, AZTERLANAK ETA PROIEKTUAK",130,1,6,15000,0,15000,0
130,EKONOMIA ETA OGASUNA,1514,DEGRADATUTAKO ESPAZIOAK BIRGAITZEA,68001,LURRAK ETA ONDARE ONDASUN NATURALAK,130,1,6,3300000,0,3300000,3315000
130,EKONOMIA ETA OGASUNA,1611,UREN HORNIDURA,22101,ENERGIA ELEKTRIKOAREN HORNIDURA,130,1,2,368000,0,368000,231351.52
130,EKONOMIA ETA OGASUNA,1611,UREN HORNIDURA,22102,URAREN HORNIDURA,130,1,2,3633000,-1051737.86,2581262.14,2275792.61
130,EKONOMIA ETA OGASUNA,1651,KALE-ARGITERIA,22101,ENERGIA ELEKTRIKOAREN HORNIDURA,130,1,2,5152000,0,5152000,3919094.57
130,EKONOMIA ETA OGASUNA,3231,HAUR ETA LEHEN HEZKUNTZAKO IKASTETXEEN FUNTZIONAMENDUA,22101,ENERGIA ELEKTRIKOAREN HORNIDURA,130,3,2,1380000,0,1380000,1049757.49
130,EKONOMIA ETA OGASUNA,9202,GIZA BALIABIDEEN KUDEAKETA,16205,FUNTZIONARIOEN ETA LAN-KONTRATUKOAK EZ DIRENEN ASEGURUAK,130,9,1,820000,0,820000,895070.81
130,EKONOMIA ETA OGASUNA,9202,GIZA BALIABIDEEN KUDEAKETA,22707,AZTERLAN ETA LAN TEKNIKOAK,130,9,2,8000,0,8000,0
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,130,9,1,1627,0,1627,517.27
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,12101,LANTOKI OSAGARRIA,130,9,1,673,0,673,281.82
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,12102,OSAGARRI BEREZIA,130,9,1,1787,0,1787,562.08
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,16001,GIZARTE SEGURANTZA,130,9,1,1033,0,1033,0
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,20501,INFORMAZIO PROZESUETARAKO EKIPOAK ALOKATZEA,130,9,2,400000,0,400000,120346
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,130,9,2,16360,0,16360,16352.88
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,22003,MATERIAL INFORMATIKO INBENTARIAEZINA,130,9,2,616000,0,616000,614784.69
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,22712,ZERBITZU INFORMATIKOAK,130,9,2,7943440,0,7943440,7118106.43
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,62601,ZERBITZU PUBLIKORAKO INFORMAZIOA PROZESATZEKO EKIPOAK,130,9,6,55000,0,55000,44843.82
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,64501,APLIKAZIO INFORMATIKOAK,130,9,6,931200,0,931200,230298.55
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,73307,KAPITAL TRANSFERENTZIAK CIMUBISARI,130,9,7,1160000,-200000,960000,306033.06
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,130,9,1,285117,0,285117,219751.64
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12101,LANTOKI OSAGARRIA,130,9,1,102533,0,102533,117333.46
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12102,OSAGARRI BEREZIA,130,9,1,367262,0,367262,377975.64
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12103,PRODUKTIBITATE OSAGARRIA,130,9,1,47985,0,47985,57619.14
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12104,HABOROKINAK,130,9,1,1802,0,1802,1675.22
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12105,PRESTAZIOAK ETA OSAGARRIAK ALDI BATERAKO EZINTASUNAK,130,9,1,0,0,0,17736.88
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,16001,GIZARTE SEGURANTZA,130,9,1,213202,0,213202,233919.43
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,16004,ELKARKIDETZAKO KUOTAK,130,9,1,16692,0,16692,16752.18
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,21301,GARRAIO MATERIALEN IRAUNARAZPENA,130,9,2,120000,0,120000,74778.39
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,22104,ERREGAIEN HORNIDURA,130,9,2,400000,0,400000,265340.82
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,22199,BESTELAKO HORNIDURAK,130,9,2,10000,0,10000,0
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,22402,IBILGAILUEN ASEGURUAK,130,9,2,400000,0,400000,302640.11
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,22504,ESTATUAREN TRIBUTUAK,130,9,2,0,0,0,191.45
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,22603,PUBLIZITATEA ETA PROPAGANDA,130,9,2,5000,0,5000,4689.96
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,22610,KALTE-ORDAINAK,130,9,2,2000,0,2000,0
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,22699,BESTELAKO GASTUAK,130,9,2,16000,0,16000,1899.88
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,22707,AZTERLAN ETA LAN TEKNIKOAK,130,9,2,25000,0,25000,73412.6
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,22712,ZERBITZU INFORMATIKOAK,130,9,2,22000,0,22000,18876
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,22717,BIDAI AGENTZIETAKO ZERBITZUAK,130,9,2,1000,0,1000,0
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",130,9,2,10000,0,10000,308.2
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,62601,ZERBITZU PUBLIKORAKO INFORMAZIOA PROZESATZEKO EKIPOAK,130,9,6,0,0,0,21368.6
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,130,9,1,394040,0,394040,309219.43
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,12101,LANTOKI OSAGARRIA,130,9,1,149506,0,149506,171918.32
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,12102,OSAGARRI BEREZIA,130,9,1,438417,0,438417,472162.62
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,12103,PRODUKTIBITATE OSAGARRIA,130,9,1,70050,0,70050,79541.7
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,12104,HABOROKINAK,130,9,1,8320,0,8320,38493.61
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,12105,PRESTAZIOAK ETA OSAGARRIAK ALDI BATERAKO EZINTASUNAK,130,9,1,0,0,0,69104.25
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,16001,GIZARTE SEGURANTZA,130,9,1,274631,0,274631,252220.79
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,16004,ELKARKIDETZAKO KUOTAK,130,9,1,23242,0,23242,23558.96
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,130,9,2,4000,0,4000,0
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,21101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN IRAUNARAZPENA,130,9,2,5375847,-300000,5075847,4580033.43
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,21401,ALTZARIEN ETA TRESNEN IRAUNARAZPENA,130,9,2,120000,-202.45,119797.55,66972.97
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,21901,BESTELAKO IBILGETU MATERIALAREN IRAUNARAZPENA,130,9,2,0,0,0,1095.05
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22001,BULEGO-MATERIAL ARRUNT INBENTARIAEZINA,130,9,2,330000,0,330000,159506.9
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22002,"PRENTSA, ALDIZKARIAK, LIBURUAK ETA ARGITALPENAK",130,9,2,165000,202.45,165202.45,160984.41
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22003,MATERIAL INFORMATIKO INBENTARIAEZINA,130,9,2,234000,0,234000,232990.97
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22101,ENERGIA ELEKTRIKOAREN HORNIDURA,130,9,2,2300000,0,2300000,1749595.78
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22105,JANTZIEN HORNIDURA,130,9,2,130000,0,130000,46645.05
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22199,BESTELAKO HORNIDURAK,130,9,2,47000,0,47000,10175.9
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22201,TELEFONO BIDEZKO KOMUNIKAZIOAK,130,9,2,1100000,0,1100000,498661.5
