#Orgánica,,Programa,,Subconcepto,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Crédito inicial 2017,Modificaciones 2017,Credito definitivo 2017,Obligado 2017
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9122,TALDE POLITIKOAK ETA HAUTETSIAK,22602,PROTOKOLO ETA ORDEZKARITZAKO ARRETA,110,9,2,40000,0,40000,299.2
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9122,TALDE POLITIKOAK ETA HAUTETSIAK,22699,BESTELAKO GASTUAK,110,9,2,3000,0,3000,2332.31
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9122,TALDE POLITIKOAK ETA HAUTETSIAK,22717,BIDAI AGENTZIETAKO ZERBITZUAK,110,9,2,18000,0,18000,4611.23
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9122,TALDE POLITIKOAK ETA HAUTETSIAK,22754,PRESTAKUNTZA ETA IKASKETA ZERBITZUAK,110,9,2,3000,0,3000,2028
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9122,TALDE POLITIKOAK ETA HAUTETSIAK,23101,"BIDAI SARIAK, GOI KARGUDUNEN GARRAIOA ETA LOKOMOZIOA",110,9,2,56000,0,56000,56000
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9122,TALDE POLITIKOAK ETA HAUTETSIAK,48101,TRANSFERENTZIA ARRUNTAK UDALEKO TALDE POLITIKOEI,110,9,4,527100,0,527100,219625
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,110,9,1,89171,0,89171,37033.82
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,110,9,1,703096,0,703096,247361.84
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,12101,LANTOKI OSAGARRIA,110,9,1,313370,0,313370,145491.06
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,12102,OSAGARRI BEREZIA,110,9,1,816318,0,816318,389895.45
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,12103,PRODUKTIBITATE OSAGARRIA,110,9,1,103585,0,103585,55359.09
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,12104,HABOROKINAK,110,9,1,42396,0,42396,13382.42
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,12105,PRESTAZIOAK ETA OSAGARRIAK ALDI BATERAKO EZINTASUNAK,110,9,1,0,0,0,34515.89
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,16001,GIZARTE SEGURANTZA,110,9,1,412475,0,412475,122703.42
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,16004,ELKARKIDETZAKO KUOTAK,110,9,1,33461,0,33461,13750.69
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,16005,LAGUNTZA MEDIKO-FARMAZEUTIKOA,110,9,1,2425000,0,2425000,848431.33
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,16201,FUNTZIONARIOEN ETA LAN-KONTRATUKOAK EZ DIRENEN PRESTAKUNTZA,110,9,1,400000,0,400000,52731
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,20101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN ERRENTAMENDUA,110,9,2,5700,0,5700,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,21501,INFORMAZIO PROZESUETARAKO EKIPAMENDUEN KONTSERBAZIOA,110,9,2,1000,0,1000,1555.4
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,21901,BESTELAKO IBILGETU MATERIALAREN IRAUNARAZPENA,110,9,2,14000,0,14000,7133.34
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,22108,FARMAZIAKO PRODUKTUEN ETA HEMODERIBATUEN HORNIDURA,110,9,2,3500,0,3500,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,22112,SANITATE MATERIALAREN HORNIDURA,110,9,2,8000,0,8000,4108.32
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,22199,BESTELAKO HORNIDURAK,110,9,2,5000,0,5000,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,22603,PUBLIZITATEA ETA PROPAGANDA,110,9,2,1000,0,1000,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,22604,GASTU JURIDIKOAK,110,9,2,1500,0,1500,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,22610,KALTE-ORDAINAK,110,9,2,2500,0,2500,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,22699,BESTELAKO GASTUAK,110,9,2,5000,0,5000,1500
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,22707,AZTERLAN ETA LAN TEKNIKOAK,110,9,2,15000,0,15000,440
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,22712,ZERBITZU INFORMATIKOAK,110,9,2,80000,0,80000,29813.73
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,22721,GARBIKETA ZERBITZUAK,110,9,2,2100,0,2100,67.11
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,23901,BESTELAKO KALTE-ORDAINAK. EPAIMAHAIKIDE JARDUTEA,110,9,2,6000,0,6000,252
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,62599,ZERBITZU PUBLIKORAKO BESTE TRESNA BATZUK,110,9,6,4000,0,4000,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,62901,ZERBITZU PUBLIKORAKO BESTE INBERTSIO BATZUK,110,9,6,10000,0,10000,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,64401,APLIKAZIO INFORMATIKOAK,110,9,6,70000,0,70000,5962.88
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9202,GIZA BALIABIDEEN KUDEAKETA,83301,EPE LUZERAKO AURRERAKINAK EMATEA LANGILEEI,110,9,8,400000,0,400000,67536.7
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,20501,INFORMAZIO PROZESUETARAKO EKIPOAK ALOKATZEA,110,9,2,275000,18500,293500,59840.55
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,22003,MATERIAL INFORMATIKO INBENTARIAEZINA,110,9,2,694675,0,694675,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,22712,ZERBITZU INFORMATIKOAK,110,9,2,7677725,220000,7897725,2760000
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,62601,ZERBITZU PUBLIKORAKO INFORMAZIOA PROZESATZEKO EKIPOAK,110,9,6,0,0,0,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,62609,ZERBITZU PUBLIKORAKO INFORMAZIOA PROZESATZEKO EKIPOAK (TALDEKO ERAKUNDEAK),110,9,6,55000,0,55000,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,73307,KAPITAL TRANSFERENTZIAK CIMUBISARI,110,9,7,950000,363000,1313000,142963.92
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,110,9,1,2127580,0,2127580,545140.34
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12101,LANTOKI OSAGARRIA,110,9,1,682266,0,682266,262985.12
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12102,OSAGARRI BEREZIA,110,9,1,2775736,0,2775736,1076906.24
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12103,PRODUKTIBITATE OSAGARRIA,110,9,1,429797,0,429797,152682.59
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12104,HABOROKINAK,110,9,1,3629,0,3629,53654.5
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12105,PRESTAZIOAK ETA OSAGARRIAK ALDI BATERAKO EZINTASUNAK,110,9,1,0,0,0,122979.91
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,16001,GIZARTE SEGURANTZA,110,9,1,1616270,0,1616270,379788.95
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,16004,ELKARKIDETZAKO KUOTAK,110,9,1,88350,0,88350,30461.8
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,22699,BESTELAKO GASTUAK,110,9,2,4000,0,4000,1500
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9291,PERTSONALAGATIKO GASTUENTZAKO KREDITU GLOBALA,12103,PRODUKTIBITATE OSAGARRIA,110,9,1,1750000,0,1750000,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9291,PERTSONALAGATIKO GASTUENTZAKO KREDITU GLOBALA,12104,HABOROKINAK,110,9,1,1125900,0,1125900,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,110,9,1,76641,0,76641,31813.59
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,110,9,1,82266,0,82266,25974.48
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,12101,LANTOKI OSAGARRIA,110,9,1,35724,0,35724,15719.63
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,12102,OSAGARRI BEREZIA,110,9,1,91429,0,91429,41133.31
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,12103,PRODUKTIBITATE OSAGARRIA,110,9,1,8622,0,8622,3591.15
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,12105,PRESTAZIOAK ETA OSAGARRIAK ALDI BATERAKO EZINTASUNAK,110,9,1,0,0,0,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,16001,GIZARTE SEGURANTZA,110,9,1,67915,0,67915,18513.75
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,16004,ELKARKIDETZAKO KUOTAK,110,9,1,3968,0,3968,1426.9
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,22199,BESTELAKO HORNIDURAK,110,9,2,400,0,400,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,22603,PUBLIZITATEA ETA PROPAGANDA,110,9,2,17000,0,17000,10695.23
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,22699,BESTELAKO GASTUAK,110,9,2,5300,0,5300,300
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,22717,BIDAI AGENTZIETAKO ZERBITZUAK,110,9,2,600,0,600,0
110,"ALKATETZA,KONTRATAZIO ETA GIZA BALIABIDEAK",9313,KONTRATAZIOA,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",110,9,2,700,0,700,0
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",2411,ENPLEGURAKO LAGUNTZA,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,120,2,4,15330000,0,15330000,6397067.74
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",2411,ENPLEGURAKO LAGUNTZA,73203,KAPITAL TRANSFERENTZIAK BILBAO EKINTZARI,120,2,7,350000,70153.67,420153.67,0
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",4321,TURISMOAREN SUSTAPENA ETA LAGUNTZA,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,120,4,4,2830000,0,2830000,1415000
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",4391,HIRIAREN SUSTAPENA,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,120,4,4,5219800,0,5219800,2404799.2
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",9121,UDAL GOBERNUARI LAGUNTZEA,10001,GOI KARGUEN OINARRIZKO SOLDATAK ETA BESTELAKO LANSARIAK,120,9,1,69986,0,69986,29160.45
120,"EKONOMI GARAPEN,MERKATARITZA ETA ENPLEGUA",9121,UDAL GOBERNUARI LAGUNTZEA,16001,GIZARTE SEGURANTZA,120,9,1,14314,0,14314,3663.03
130,EKONOMIA ETA OGASUNA,0111,ZOR PUBLIKOA,33201,EPE LUZERAKO BARRUKO MAILEGUEN INTERESAK,130,0,3,60000,0,60000,0
130,EKONOMIA ETA OGASUNA,1511,HIRIGINTZA PLANEAMENDUA,83202,GAINERAKO SEKTORE PUBLIKOAREN AURRERAKINAK ETA EPE  LUZERAKO MAILEGUAK EMATEA,130,1,8,1500000,0,1500000,0
130,EKONOMIA ETA OGASUNA,1514,DEGRADATUTAKO ESPAZIOAK BIRGAITZEA,64301,"IKERKETAK, AZTERLANAK ETA PROIEKTUAK",130,1,6,20000,0,20000,0
130,EKONOMIA ETA OGASUNA,1514,DEGRADATUTAKO ESPAZIOAK BIRGAITZEA,68001,LURRAK ETA ONDARE ONDASUN NATURALAK,130,1,6,3380000,0,3380000,1126327.18
130,EKONOMIA ETA OGASUNA,1611,UREN HORNIDURA,22101,ENERGIA ELEKTRIKOAREN HORNIDURA,130,1,2,332000,0,332000,74246.31
130,EKONOMIA ETA OGASUNA,1611,UREN HORNIDURA,22102,URAREN HORNIDURA,130,1,2,2500000,0,2500000,645582.55
130,EKONOMIA ETA OGASUNA,1651,KALE-ARGITERIA,22101,ENERGIA ELEKTRIKOAREN HORNIDURA,130,1,2,4648000,0,4648000,1257732.35
130,EKONOMIA ETA OGASUNA,3231,HAUR ETA LEHEN HEZKUNTZAKO IKASTETXEEN ETA HEZKUNTZA BEREZIKO IKASTETXEEN FUNTZ.,22101,ENERGIA ELEKTRIKOAREN HORNIDURA,130,3,2,1245000,0,1245000,336892.6
130,EKONOMIA ETA OGASUNA,9202,GIZA BALIABIDEEN KUDEAKETA,16205,FUNTZIONARIOEN ETA LAN-KONTRATUKOAK EZ DIRENEN ASEGURUAK,130,9,1,1300000,0,1300000,0
130,EKONOMIA ETA OGASUNA,9202,GIZA BALIABIDEEN KUDEAKETA,22707,AZTERLAN ETA LAN TEKNIKOAK,130,9,2,5000,0,5000,0
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,130,9,2,16500,0,16500,0
130,EKONOMIA ETA OGASUNA,9204,INFORMAZIOA TRATATZEKO ZERBITZUAK,64409,APLICACIONES INFORMÁTICAS (TALDEKO ERAKUNDEAK),130,9,6,150000,0,150000,122387.87
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,130,9,1,277312,0,277312,77463.11
130,EKONOMIA ETA OGASUNA,9205,UDALEKO BESTE ZERBITZU KOMUN BATZUK,12101,LANTOKI OSAGARRIA,130,9,1,99292,0,99292,39612.74
