#Orgánica,,Programa,,Subconcepto,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Presupuesto inicial (Proyecto Ppto.)
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,21401,ALTZARIEN ETA TRESNEN IRAUNARAZPENA,150,9,2,2000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,21501,INFORMAZIO PROZESUETARAKO EKIPAMENDUEN KONTSERBAZIOA,150,9,2,38430
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,22199,BESTELAKO HORNIDURAK,150,9,2,5000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,22603,PUBLIZITATEA ETA PROPAGANDA,150,9,2,7000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,22699,BESTELAKO GASTUAK,150,9,2,3000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,22707,AZTERLAN ETA LAN TEKNIKOAK,150,9,2,65000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,22712,ZERBITZU INFORMATIKOAK,150,9,2,60420
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,22716,HERRITARRENTZAKO INFORMAZIO-ZERBITZUAK,150,9,2,550000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,22720,ITZULPEN ETA INTERPRETARITZA ZERBITZUAK,150,9,2,3600
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9252,"PRENTSA, KOMUNIKAZIOA ETA HARREMAN PUBLIKOAK",12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,150,9,1,27245
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9252,"PRENTSA, KOMUNIKAZIOA ETA HARREMAN PUBLIKOAK",12101,LANTOKI OSAGARRIA,150,9,1,10601
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9252,"PRENTSA, KOMUNIKAZIOA ETA HARREMAN PUBLIKOAK",12102,OSAGARRI BEREZIA,150,9,1,36352
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9252,"PRENTSA, KOMUNIKAZIOA ETA HARREMAN PUBLIKOAK",12103,PRODUKTIBITATE OSAGARRIA,150,9,1,5024
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9252,"PRENTSA, KOMUNIKAZIOA ETA HARREMAN PUBLIKOAK",16001,GIZARTE SEGURANTZA,150,9,1,21001
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9252,"PRENTSA, KOMUNIKAZIOA ETA HARREMAN PUBLIKOAK",16004,ELKARKIDETZAKO KUOTAK,150,9,1,1914
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9252,"PRENTSA, KOMUNIKAZIOA ETA HARREMAN PUBLIKOAK",22601,KANONAK,150,9,2,1200
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9252,"PRENTSA, KOMUNIKAZIOA ETA HARREMAN PUBLIKOAK",22603,PUBLIZITATEA ETA PROPAGANDA,150,9,2,338800
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9252,"PRENTSA, KOMUNIKAZIOA ETA HARREMAN PUBLIKOAK",22699,BESTELAKO GASTUAK,150,9,2,500
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9252,"PRENTSA, KOMUNIKAZIOA ETA HARREMAN PUBLIKOAK",22707,AZTERLAN ETA LAN TEKNIKOAK,150,9,2,1000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,10001,GOI KARGUEN OINARRIZKO SOLDATAK ETA BESTELAKO LANSARIAK,210,2,1,93133
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,210,2,1,163488
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,210,2,1,249843
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,12101,LANTOKI OSAGARRIA,210,2,1,122492
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,12102,OSAGARRI BEREZIA,210,2,1,293037
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,12103,PRODUKTIBITATE OSAGARRIA,210,2,1,24368
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,12104,HABOROKINAK,210,2,1,6654
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,16001,GIZARTE SEGURANTZA,210,2,1,190188
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,16004,ELKARKIDETZAKO KUOTAK,210,2,1,10015
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22199,BESTELAKO HORNIDURAK,210,2,2,4000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22301,GARRAIOAK,210,2,2,1000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22602,PROTOKOLO ETA ORDEZKARITZAKO ARRETA,210,2,2,8000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22603,PUBLIZITATEA ETA PROPAGANDA,210,2,2,30000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22604,GASTU JURIDIKOAK,210,2,2,2500
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22605,BILERAK ETA BATZARRAK,210,2,2,5000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22699,BESTELAKO GASTUAK,210,2,2,7500
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22707,AZTERLAN ETA LAN TEKNIKOAK,210,2,2,29549
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22712,ZERBITZU INFORMATIKOAK,210,2,2,21780
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22717,BIDAI AGENTZIETAKO ZERBITZUAK,210,2,2,2000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22720,ITZULPEN ETA INTERPRETARITZA ZERBITZUAK,210,2,2,30000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22740,GIZARTE EKINTZA ZERBITZUAK,210,2,2,18000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,22754,PRESTAKUNTZA ETA IKASKETA ZERBITZUAK,210,2,2,30000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",210,2,2,5000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,210,2,4,5000
210,GIZARTE EKINTZA,2301,GIZARTE ZERBITZUEN ARLOKO ZERBITZU OROKORRAK,64401,APLIKAZIO INFORMATIKOAK,210,2,6,500000
210,GIZARTE EKINTZA,2311,OINARRIZKO GIZARTE EKINTZA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,210,2,1,1596783
210,GIZARTE EKINTZA,2311,OINARRIZKO GIZARTE EKINTZA,12101,LANTOKI OSAGARRIA,210,2,1,624355
210,GIZARTE EKINTZA,2311,OINARRIZKO GIZARTE EKINTZA,12102,OSAGARRI BEREZIA,210,2,1,1698859
210,GIZARTE EKINTZA,2311,OINARRIZKO GIZARTE EKINTZA,12103,PRODUKTIBITATE OSAGARRIA,210,2,1,116008
210,GIZARTE EKINTZA,2311,OINARRIZKO GIZARTE EKINTZA,16001,GIZARTE SEGURANTZA,210,2,1,1040938
210,GIZARTE EKINTZA,2311,OINARRIZKO GIZARTE EKINTZA,16004,ELKARKIDETZAKO KUOTAK,210,2,1,61704
210,GIZARTE EKINTZA,2311,OINARRIZKO GIZARTE EKINTZA,22699,BESTELAKO GASTUAK,210,2,2,3000
210,GIZARTE EKINTZA,2311,OINARRIZKO GIZARTE EKINTZA,22707,AZTERLAN ETA LAN TEKNIKOAK,210,2,2,20000
210,GIZARTE EKINTZA,2311,OINARRIZKO GIZARTE EKINTZA,22712,ZERBITZU INFORMATIKOAK,210,2,2,20000
210,GIZARTE EKINTZA,2311,OINARRIZKO GIZARTE EKINTZA,22740,GIZARTE EKINTZA ZERBITZUAK,210,2,2,1270010
210,GIZARTE EKINTZA,2311,OINARRIZKO GIZARTE EKINTZA,62201,ZERBITZU PUBLIKORAKO ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK,210,2,6,20000
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,210,2,1,95517
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",12101,LANTOKI OSAGARRIA,210,2,1,45981
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",12102,OSAGARRI BEREZIA,210,2,1,106970
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",12103,PRODUKTIBITATE OSAGARRIA,210,2,1,9715
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",16001,GIZARTE SEGURANTZA,210,2,1,60997
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",16004,ELKARKIDETZAKO KUOTAK,210,2,1,2352
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",22106,ELIKAGAIEN HORNIDURA,210,2,2,500
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",22301,GARRAIOAK,210,2,2,2000
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",22603,PUBLIZITATEA ETA PROPAGANDA,210,2,2,1000
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",22605,BILERAK ETA BATZARRAK,210,2,2,1500
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",22707,AZTERLAN ETA LAN TEKNIKOAK,210,2,2,5000
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",22712,ZERBITZU INFORMATIKOAK,210,2,2,15000
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",22740,GIZARTE EKINTZA ZERBITZUAK,210,2,2,4629821
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",48099,BESTE TRANSFERENTZIA ARRUNT BATZUK FAMILIEI,210,2,4,12000
210,GIZARTE EKINTZA,2312,"ADINEZ TXIKIAK, FAMILIA ETA EZINTSASUNAK",48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,210,2,4,916730
210,GIZARTE EKINTZA,2313,ADINEKOAK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,210,2,1,164500
210,GIZARTE EKINTZA,2313,ADINEKOAK,12101,LANTOKI OSAGARRIA,210,2,1,64408
210,GIZARTE EKINTZA,2313,ADINEKOAK,12102,OSAGARRI BEREZIA,210,2,1,190292
210,GIZARTE EKINTZA,2313,ADINEKOAK,12103,PRODUKTIBITATE OSAGARRIA,210,2,1,22215
210,GIZARTE EKINTZA,2313,ADINEKOAK,16001,GIZARTE SEGURANTZA,210,2,1,113503
210,GIZARTE EKINTZA,2313,ADINEKOAK,16004,ELKARKIDETZAKO KUOTAK,210,2,1,6699
210,GIZARTE EKINTZA,2313,ADINEKOAK,22106,ELIKAGAIEN HORNIDURA,210,2,2,1000
210,GIZARTE EKINTZA,2313,ADINEKOAK,22199,BESTELAKO HORNIDURAK,210,2,2,14000
210,GIZARTE EKINTZA,2313,ADINEKOAK,22602,PROTOKOLO ETA ORDEZKARITZAKO ARRETA,210,2,2,13490
210,GIZARTE EKINTZA,2313,ADINEKOAK,22603,PUBLIZITATEA ETA PROPAGANDA,210,2,2,21000
210,GIZARTE EKINTZA,2313,ADINEKOAK,22605,BILERAK ETA BATZARRAK,210,2,2,80000
210,GIZARTE EKINTZA,2313,ADINEKOAK,22699,BESTELAKO GASTUAK,210,2,2,20000
210,GIZARTE EKINTZA,2313,ADINEKOAK,22707,AZTERLAN ETA LAN TEKNIKOAK,210,2,2,45789
210,GIZARTE EKINTZA,2313,ADINEKOAK,22712,ZERBITZU INFORMATIKOAK,210,2,2,15000
210,GIZARTE EKINTZA,2313,ADINEKOAK,22723,ZERBITZUAK:ARGIAK ETA SOINUAK,210,2,2,1000
210,GIZARTE EKINTZA,2313,ADINEKOAK,22740,GIZARTE EKINTZA ZERBITZUAK,210,2,2,15652467
210,GIZARTE EKINTZA,2313,ADINEKOAK,48099,BESTE TRANSFERENTZIA ARRUNT BATZUK FAMILIEI,210,2,4,3090000
210,GIZARTE EKINTZA,2313,ADINEKOAK,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,210,2,4,1537490
210,GIZARTE EKINTZA,2313,ADINEKOAK,78199,KAPITAL TRANSFERENTZIAK IRABAZI ASMORIK GABEKO ERAKUNDEEI,210,2,7,99000
210,GIZARTE EKINTZA,2315,GIZARTERATZEA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,210,2,1,225320
210,GIZARTE EKINTZA,2315,GIZARTERATZEA,12101,LANTOKI OSAGARRIA,210,2,1,94320
210,GIZARTE EKINTZA,2315,GIZARTERATZEA,12102,OSAGARRI BEREZIA,210,2,1,267936
210,GIZARTE EKINTZA,2315,GIZARTERATZEA,12103,PRODUKTIBITATE OSAGARRIA,210,2,1,31071
210,GIZARTE EKINTZA,2315,GIZARTERATZEA,12104,HABOROKINAK,210,2,1,4102
210,GIZARTE EKINTZA,2315,GIZARTERATZEA,16001,GIZARTE SEGURANTZA,210,2,1,156625
210,GIZARTE EKINTZA,2315,GIZARTERATZEA,16004,ELKARKIDETZAKO KUOTAK,210,2,1,3747
210,GIZARTE EKINTZA,2315,GIZARTERATZEA,22699,BESTELAKO GASTUAK,210,2,2,60000
210,GIZARTE EKINTZA,2315,GIZARTERATZEA,22740,GIZARTE EKINTZA ZERBITZUAK,210,2,2,270000
210,GIZARTE EKINTZA,2315,GIZARTERATZEA,48099,BESTE TRANSFERENTZIA ARRUNT BATZUK FAMILIEI,210,2,4,6496600
210,GIZARTE EKINTZA,2315,GIZARTERATZEA,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,210,2,4,2069780
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,210,2,1,218050
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,12101,LANTOKI OSAGARRIA,210,2,1,75823
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,12102,OSAGARRI BEREZIA,210,2,1,356679
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,12103,PRODUKTIBITATE OSAGARRIA,210,2,1,43713
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,16001,GIZARTE SEGURANTZA,210,2,1,190197
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,16004,ELKARKIDETZAKO KUOTAK,210,2,1,11403
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,21901,BESTELAKO IBILGETU MATERIALAREN IRAUNARAZPENA,210,2,2,5000
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,22106,ELIKAGAIEN HORNIDURA,210,2,2,10000
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,22109,GARBITZEKO PRODUKTUEN HORNIDURA,210,2,2,6000
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,22110,ETXERAKO TRESNEN HORNIDURA,210,2,2,15000
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,22199,BESTELAKO HORNIDURAK,210,2,2,3000
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,22610,KALTE-ORDAINAK,210,2,2,1000
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,22699,BESTELAKO GASTUAK,210,2,2,5000
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,22721,GARBIKETA ZERBITZUAK,210,2,2,90000
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,22740,GIZARTE EKINTZA ZERBITZUAK,210,2,2,524594
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,210,2,4,810000
210,GIZARTE EKINTZA,2316,URGENTZIAZKO BIZITOKIA,62201,ZERBITZU PUBLIKORAKO ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK,210,2,6,500000
210,GIZARTE EKINTZA,3371,AISIALDIRAKO INSTALAZIOAK,62201,ZERBITZU PUBLIKORAKO ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK,210,3,6,20000
210,GIZARTE EKINTZA,3371,AISIALDIRAKO INSTALAZIOAK,62501,ZERBITZU PUBLIKORAKO ALTZARIAK,210,3,6,25000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,220,2,1,91603
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,12101,LANTOKI OSAGARRIA,220,2,1,34171
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,12102,OSAGARRI BEREZIA,220,2,1,92654
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,12103,PRODUKTIBITATE OSAGARRIA,220,2,1,8530
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,16001,GIZARTE SEGURANTZA,220,2,1,58780
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,16004,ELKARKIDETZAKO KUOTAK,220,2,1,2352
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,20101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN ERRENTAMENDUA,220,2,2,8000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,220,2,2,4000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22199,BESTELAKO HORNIDURAK,220,2,2,2500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22301,GARRAIOAK,220,2,2,500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22602,PROTOKOLO ETA ORDEZKARITZAKO ARRETA,220,2,2,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22603,PUBLIZITATEA ETA PROPAGANDA,220,2,2,13500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22605,BILERAK ETA BATZARRAK,220,2,2,11000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22606,GIZARTE ETA KULTUR JARDUERAK,220,2,2,11500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22607,BESTE ENTE BATZUETAKO PARTAIDETZA-KUOTAK,220,2,2,500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22699,BESTELAKO GASTUAK,220,2,2,6000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22704,GIZARTE ETA KULTUR ARLOKO KONTRATUAK,220,2,2,5500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22707,AZTERLAN ETA LAN TEKNIKOAK,220,2,2,17500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22712,ZERBITZU INFORMATIKOAK,220,2,2,4000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22713,KOMUNIKAZIO ETA IRUDI ZERBITZUAK EMATEA,220,2,2,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22717,BIDAI AGENTZIETAKO ZERBITZUAK,220,2,2,6000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22720,ITZULPEN ETA INTERPRETARITZA ZERBITZUAK,220,2,2,16000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22723,ZERBITZUAK:ARGIAK ETA SOINUAK,220,2,2,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22751,HEZKUNTZA ZERBITZUAK,220,2,2,7000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22756,KULTUREN ARTEKO KUDEAKETA ZERBITZUAK,220,2,2,82160
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22757,BITARTEKOTZA ZERBITZUA,220,2,2,1100
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,22799,KANPOKO ENPRESEK EGINDAKO BESTELAKO LANAK,220,2,2,500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",220,2,2,6000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,48099,BESTE TRANSFERENTZIA ARRUNT BATZUK FAMILIEI,220,2,4,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2314,IMMIGRAZIOA,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,220,2,4,15000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,10001,GOI KARGUEN OINARRIZKO SOLDATAK ETA BESTELAKO LANSARIAK,220,2,1,76391
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,220,2,1,70994
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,220,2,1,158029
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,12101,LANTOKI OSAGARRIA,220,2,1,68701
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,12102,OSAGARRI BEREZIA,220,2,1,183023
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,12103,PRODUKTIBITATE OSAGARRIA,220,2,1,7225
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,16001,GIZARTE SEGURANTZA,220,2,1,129564
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,16004,ELKARKIDETZAKO KUOTAK,220,2,1,3416
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,20101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN ERRENTAMENDUA,220,2,2,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,220,2,2,3000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22110,ETXERAKO TRESNEN HORNIDURA,220,2,2,4000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22199,BESTELAKO HORNIDURAK,220,2,2,3500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22408,ERANTZUKIZUN ZIBILEKO ASEGURUAK,220,2,2,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22601,KANONAK,220,2,2,300
