#Orgánica,,Programa,,Subconcepto,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Presupuesto inicial (Proyecto Ppto.)
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,12103,PRODUKTIBITATE OSAGARRIA,130,9,1,70194
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,12104,HABOROKINAK,130,9,1,8321
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,16001,GIZARTE SEGURANTZA,130,9,1,295023
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,16004,ELKARKIDETZAKO KUOTAK,130,9,1,16875
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,21101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN IRAUNARAZPENA,130,9,2,5169924
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,21401,ALTZARIEN ETA TRESNEN IRAUNARAZPENA,130,9,2,10000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,21501,INFORMAZIO PROZESUETARAKO EKIPAMENDUEN KONTSERBAZIOA,130,9,2,110000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,21901,BESTELAKO IBILGETU MATERIALAREN IRAUNARAZPENA,130,9,2,4000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22001,BULEGO-MATERIAL ARRUNT INBENTARIAEZINA,130,9,2,230000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22002,"PRENTSA, ALDIZKARIAK, LIBURUAK ETA ARGITALPENAK",130,9,2,184000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22003,MATERIAL INFORMATIKO INBENTARIAEZINA,130,9,2,334000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22101,ENERGIA ELEKTRIKOAREN HORNIDURA,130,9,2,2075000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22105,JANTZIEN HORNIDURA,130,9,2,83000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22114,MATERIAL TEKNIKO ETA BEREZIAREN HORNIDURA,130,9,2,7000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22199,BESTELAKO HORNIDURAK,130,9,2,47000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22201,TELEFONO BIDEZKO KOMUNIKAZIOAK,130,9,2,716199
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22202,POSTA BIDEZKO KOMUNIKAZIOAK,130,9,2,1996500
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22206,MEZULARITZA BIDEZKO KOMUNIKAZIOAK,130,9,2,70000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22301,GARRAIOAK,130,9,2,7000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22401,ERAIKINEN ETA LOKALEN ASEGURUAK,130,9,2,133672
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22408,ERANTZUKIZUN ZIBILEKO ASEGURUAK,130,9,2,311020
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22499,BESTE ARRISKU BATZUETARAKO ASEGURUAK,130,9,2,3108
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22601,KANONAK,130,9,2,2000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22603,PUBLIZITATEA ETA PROPAGANDA,130,9,2,5000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22699,BESTELAKO GASTUAK,130,9,2,2000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22701,"GARBIKETA, DESINFEKZIO ETA ZABOR-BILKETA",130,9,2,12650000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22702,SEGURTASUNA,130,9,2,1195157
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22707,AZTERLAN ETA LAN TEKNIKOAK,130,9,2,19000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,22799,KANPOKO ENPRESEK EGINDAKO BESTELAKO LANAK,130,9,2,121000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,62201,ZERBITZU PUBLIKORAKO ERAIKINAK ETA BESTE ERAIKUNTZA BATZUK,130,9,6,1514700
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,62501,ZERBITZU PUBLIKORAKO ALTZARIAK,130,9,6,100000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,62502,ZERBITZU PUBLIKORAKO BULEGO EKIPOAK,130,9,6,50000
130,EKONOMIA ETA OGASUNA,9209,ZERBITZUETAKO GASTU KOMUNAK,62599,ZERBITZU PUBLIKORAKO BESTE TRESNA BATZUK,130,9,6,18000
130,EKONOMIA ETA OGASUNA,9292,AURREKONTUA BETEARAZTEKO  KONTINGENTZIA FONDOA,50010,GASTU ARRUNTERAKO KREDITU GLOBALA ETA BESTELAKO USTEKABEAK,130,9,5,3700000
130,EKONOMIA ETA OGASUNA,9292,AURREKONTUA BETEARAZTEKO  KONTINGENTZIA FONDOA,50020,INBERTSIORAKO KREDITU GLOBALA ETA BESTELAKO USTEKABEAK,130,9,5,1600000
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,130,9,1,87581
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,130,9,1,128762
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,12101,LANTOKI OSAGARRIA,130,9,1,74840
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,12102,OSAGARRI BEREZIA,130,9,1,175638
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,12103,PRODUKTIBITATE OSAGARRIA,130,9,1,6830
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,16001,GIZARTE SEGURANTZA,130,9,1,88466
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,16004,ELKARKIDETZAKO KUOTAK,130,9,1,6268
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,22504,ESTATUAREN TRIBUTUAK,130,9,2,5000
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,22603,PUBLIZITATEA ETA PROPAGANDA,130,9,2,10000
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,22699,BESTELAKO GASTUAK,130,9,2,752
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,22707,AZTERLAN ETA LAN TEKNIKOAK,130,9,2,35000
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,22712,ZERBITZU INFORMATIKOAK,130,9,2,40700
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,22717,BIDAI AGENTZIETAKO ZERBITZUAK,130,9,2,1000
130,EKONOMIA ETA OGASUNA,9311,PLANGINTZA ETA AURREKONTUAK,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",130,9,2,1000
130,EKONOMIA ETA OGASUNA,9314,ERREKLAMAZIO EKONOMIKO-ADMINISTRATIBOAK,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,130,9,1,236019
130,EKONOMIA ETA OGASUNA,9314,ERREKLAMAZIO EKONOMIKO-ADMINISTRATIBOAK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,130,9,1,38317
130,EKONOMIA ETA OGASUNA,9314,ERREKLAMAZIO EKONOMIKO-ADMINISTRATIBOAK,12101,LANTOKI OSAGARRIA,130,9,1,15570
130,EKONOMIA ETA OGASUNA,9314,ERREKLAMAZIO EKONOMIKO-ADMINISTRATIBOAK,12102,OSAGARRI BEREZIA,130,9,1,48076
130,EKONOMIA ETA OGASUNA,9314,ERREKLAMAZIO EKONOMIKO-ADMINISTRATIBOAK,12103,PRODUKTIBITATE OSAGARRIA,130,9,1,4976
130,EKONOMIA ETA OGASUNA,9314,ERREKLAMAZIO EKONOMIKO-ADMINISTRATIBOAK,16001,GIZARTE SEGURANTZA,130,9,1,73269
130,EKONOMIA ETA OGASUNA,9314,ERREKLAMAZIO EKONOMIKO-ADMINISTRATIBOAK,16004,ELKARKIDETZAKO KUOTAK,130,9,1,4373
130,EKONOMIA ETA OGASUNA,9314,ERREKLAMAZIO EKONOMIKO-ADMINISTRATIBOAK,22699,BESTELAKO GASTUAK,130,9,2,500
130,EKONOMIA ETA OGASUNA,9314,ERREKLAMAZIO EKONOMIKO-ADMINISTRATIBOAK,22717,BIDAI AGENTZIETAKO ZERBITZUAK,130,9,2,2500
130,EKONOMIA ETA OGASUNA,9314,ERREKLAMAZIO EKONOMIKO-ADMINISTRATIBOAK,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",130,9,2,500
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,10001,GOI KARGUEN OINARRIZKO SOLDATAK ETA BESTELAKO LANSARIAK,130,9,1,70685
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,130,9,1,89236
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,130,9,1,1332834
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,12101,LANTOKI OSAGARRIA,130,9,1,575425
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,12102,OSAGARRI BEREZIA,130,9,1,1564867
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,12103,PRODUKTIBITATE OSAGARRIA,130,9,1,186938
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,12104,HABOROKINAK,130,9,1,3249
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,16001,GIZARTE SEGURANTZA,130,9,1,889954
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,16004,ELKARKIDETZAKO KUOTAK,130,9,1,43680
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22199,BESTELAKO HORNIDURAK,130,9,2,400
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22205,KOMUNIKAZIO INFORMATIKOAK,130,9,2,300
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22301,GARRAIOAK,130,9,2,300
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22603,PUBLIZITATEA ETA PROPAGANDA,130,9,2,300
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22604,GASTU JURIDIKOAK,130,9,2,8000
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22607,BESTE ENTE BATZUETAKO PARTAIDETZA-KUOTAK,130,9,2,20000
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22610,KALTE-ORDAINAK,130,9,2,2000
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22699,BESTELAKO GASTUAK,130,9,2,1000
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22707,AZTERLAN ETA LAN TEKNIKOAK,130,9,2,60000
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22709,ENTITATEAREN ALDEKO DIRU-BILKETA ZERBITZUAK,130,9,2,1696000
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22712,ZERBITZU INFORMATIKOAK,130,9,2,783700
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,22717,BIDAI AGENTZIETAKO ZERBITZUAK,130,9,2,500
130,EKONOMIA ETA OGASUNA,9321,ZERGA ALORREKO KUDEAKETA,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",130,9,2,500
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,130,9,1,119647
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,12101,LANTOKI OSAGARRIA,130,9,1,60859
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,12102,OSAGARRI BEREZIA,130,9,1,152987
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,12103,PRODUKTIBITATE OSAGARRIA,130,9,1,11252
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,16001,GIZARTE SEGURANTZA,130,9,1,69538
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,16004,ELKARKIDETZAKO KUOTAK,130,9,1,2352
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,20101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN ERRENTAMENDUA,130,9,2,245449
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,21101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN IRAUNARAZPENA,130,9,2,138151
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,22501,UDAL TRIBUTUAK,130,9,2,128000
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,22504,ESTATUAREN TRIBUTUAK,130,9,2,8500
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,22604,GASTU JURIDIKOAK,130,9,2,7000
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,22712,ZERBITZU INFORMATIKOAK,130,9,2,108900
130,EKONOMIA ETA OGASUNA,9331,UDALAREN ONDAREAREN KUDEAKETA,68001,LURRAK ETA ONDARE ONDASUN NATURALAK,130,9,6,1000000
130,EKONOMIA ETA OGASUNA,9341,ZORRAREN ETA DIRUZAINTZAREN KUDEAKETA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,130,9,1,19949
130,EKONOMIA ETA OGASUNA,9341,ZORRAREN ETA DIRUZAINTZAREN KUDEAKETA,12101,LANTOKI OSAGARRIA,130,9,1,13535
130,EKONOMIA ETA OGASUNA,9341,ZORRAREN ETA DIRUZAINTZAREN KUDEAKETA,12102,OSAGARRI BEREZIA,130,9,1,29656
130,EKONOMIA ETA OGASUNA,9341,ZORRAREN ETA DIRUZAINTZAREN KUDEAKETA,16001,GIZARTE SEGURANTZA,130,9,1,11457
130,EKONOMIA ETA OGASUNA,9341,ZORRAREN ETA DIRUZAINTZAREN KUDEAKETA,22699,BESTELAKO GASTUAK,130,9,2,10000
130,EKONOMIA ETA OGASUNA,9341,ZORRAREN ETA DIRUZAINTZAREN KUDEAKETA,22702,SEGURTASUNA,130,9,2,12000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,21001,AZPIEGITUREN ETA ONDASUN NATURALEN IRAUNARAZPENA,150,1,2,82100
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,22707,AZTERLAN ETA LAN TEKNIKOAK,150,1,2,50000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,150,9,1,70994
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,150,9,1,98691
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,12101,LANTOKI OSAGARRIA,150,9,1,43491
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,12102,OSAGARRI BEREZIA,150,9,1,108018
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,12103,PRODUKTIBITATE OSAGARRIA,150,9,1,4407
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,16001,GIZARTE SEGURANTZA,150,9,1,77755
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,16004,ELKARKIDETZAKO KUOTAK,150,9,1,1144
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,22199,BESTELAKO HORNIDURAK,150,9,2,200
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,22607,BESTE ENTE BATZUETAKO PARTAIDETZA-KUOTAK,150,9,2,1350
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,22699,BESTELAKO GASTUAK,150,9,2,200
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,22707,AZTERLAN ETA LAN TEKNIKOAK,150,9,2,203200
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,22712,ZERBITZU INFORMATIKOAK,150,9,2,93000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,22717,BIDAI AGENTZIETAKO ZERBITZUAK,150,9,2,300
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9203,KALITATEA ETA BIKAINTASUNA KUDEAKETAN,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",150,9,2,1000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9231,BIZTANLEEN UDAL ERROLDAREN KUDEAKETA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,150,9,1,155104
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9231,BIZTANLEEN UDAL ERROLDAREN KUDEAKETA,12101,LANTOKI OSAGARRIA,150,9,1,67889
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9231,BIZTANLEEN UDAL ERROLDAREN KUDEAKETA,12102,OSAGARRI BEREZIA,150,9,1,199251
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9231,BIZTANLEEN UDAL ERROLDAREN KUDEAKETA,12103,PRODUKTIBITATE OSAGARRIA,150,9,1,21751
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9231,BIZTANLEEN UDAL ERROLDAREN KUDEAKETA,16001,GIZARTE SEGURANTZA,150,9,1,113093
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9231,BIZTANLEEN UDAL ERROLDAREN KUDEAKETA,16004,ELKARKIDETZAKO KUOTAK,150,9,1,5723
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,10001,GOI KARGUEN OINARRIZKO SOLDATAK ETA BESTELAKO LANSARIAK,150,9,1,71168
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,11001,KABINETEETAKO ALDI BAT. PERTSONALAREN OINARRIZKO SOLDATAK ETA BESTE LANSARIAK,150,9,1,79764
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,150,9,1,741697
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,12101,LANTOKI OSAGARRIA,150,9,1,330142
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,12102,OSAGARRI BEREZIA,150,9,1,868724
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,12103,PRODUKTIBITATE OSAGARRIA,150,9,1,113128
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,16001,GIZARTE SEGURANTZA,150,9,1,519896
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,16004,ELKARKIDETZAKO KUOTAK,150,9,1,30155
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,150,9,2,1000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,21401,ALTZARIEN ETA TRESNEN IRAUNARAZPENA,150,9,2,2000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,22003,MATERIAL INFORMATIKO INBENTARIAEZINA,150,9,2,500
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,22199,BESTELAKO HORNIDURAK,150,9,2,1000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,22603,PUBLIZITATEA ETA PROPAGANDA,150,9,2,40500
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,22605,BILERAK ETA BATZARRAK,150,9,2,50500
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,22607,BESTE ENTE BATZUETAKO PARTAIDETZA-KUOTAK,150,9,2,13000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,22699,BESTELAKO GASTUAK,150,9,2,3800
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,22704,GIZARTE ETA KULTUR ARLOKO KONTRATUAK,150,9,2,15300
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,22707,AZTERLAN ETA LAN TEKNIKOAK,150,9,2,143800
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,22712,ZERBITZU INFORMATIKOAK,150,9,2,39160
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,22717,BIDAI AGENTZIETAKO ZERBITZUAK,150,9,2,2000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,22720,ITZULPEN ETA INTERPRETARITZA ZERBITZUAK,150,9,2,9340
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",150,9,2,1000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,23902,BESTELAKO KALTE-ORDAINAK. BARRUTI KONSEILUEN BILERAK,150,9,2,32000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,150,9,4,42800
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,62599,ZERBITZU PUBLIKORAKO BESTE TRESNA BATZUK,150,9,6,12000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,62601,ZERBITZU PUBLIKORAKO INFORMAZIOA PROZESATZEKO EKIPOAK,150,9,6,100000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9241,HERRITARREN PARTE-HARTZEA,64401,APLIKAZIO INFORMATIKOAK,150,9,6,25000
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,150,9,1,473431
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,12101,LANTOKI OSAGARRIA,150,9,1,189473
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,12102,OSAGARRI BEREZIA,150,9,1,546150
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,12103,PRODUKTIBITATE OSAGARRIA,150,9,1,87370
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,16001,GIZARTE SEGURANTZA,150,9,1,304154
150,"HERRITARRENTZAKO ARRETA, PARTAIDETZA,BARRUTIAK",9251,HERRITARRENGANAKO ARRETA,16004,ELKARKIDETZAKO KUOTAK,150,9,1,18500
